workerid,proliferate.condition,ID,Order,accuracy,browser,browser_version,duration,failed_audio,failed_images,failed_video,fullscreen,gender,height,internal_node_id,microphone,mobile,order,os,question_order,response,rt,speech_rate,stimulus,success,talker,time_elapsed,timeout,transcript,trial_index,trial_type,vsync_rate,webaudio,webcam,width,error
11,pilot,,,,,,,,,,,,,0.0-5.0,,,,,,['friends'],,,,,,11138,,,5,cloze,,,,,
11,pilot,,,,,,,,,,,,,0.0-6.0,,,,,,0,841,,"
    <center>
      <div class=""instruction-box"">
        <p>You will now begin the practice trials.</p>
        <p>In each trial, two audio clips will play one after another. You will hear a variety of sentences and phrases spoken by different talkers.</p>
        <p>Each audio clip will only be played once and you will not be able to replay them.</p>
        <p><strong>Your task is to decide which clip sounds more like the speaker was born in Boston.</strong></p>
        <p><strong>These clips come from a range of different people so they might not all sound like your typical Bostonian, but just make your best guess as quickly as possible.</strong></p>        
  </center>
        ",,,12236,,,6,html-button-response,,,,,
11,pilot,,,,,,,,,,,,,0.0-7.0,,,,,,0,1064,,"
    <center>   
      <div class=""instruction-box"">   
        <p>Please place your left index finger on the ""S"" key and your right index finger on the ""L"" key.</p>
        <p><img src=""../procedures/keyboard.png"" width=""500"" style=""margin-top:-10px""></p>
        <p>If the <strong>first clip</strong> sounds more like someone who was born in Boston, please <strong>press S</strong>.</p>
        <p>If the <strong>second clip</strong> sounds more like someone who was born in Boston, please <strong>press L</strong>.</p>
        <p><b>Respond as quickly as possible when both clips have finished playing.</b></p>
        <p>This is a timed task. If you do not respond in time, the next question will appear automatically.</p>
        <p><b>Please answer as quickly and accurately as possible.</b></p>
    </center>
        ",,,13556,,,7,html-button-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-8.0,,,0,,,,,0,../practice/trial1_clip1.WAV,,UNKNOWN,17829,,UNKNOWN,8,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-9.0,,,0,,,,,0,../practice/trial1_clip2.WAV,,UNKNOWN,21843,,UNKNOWN,9,audio-keyboard-response,,,,,
11,pilot,,1,,,,,,,,,,,0.0-10.0,,,,,,l,233,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,23845,,,10,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-11.0,,,0,,,,,0,../practice/trial2_clip1.WAV,,UNKNOWN,27854,,UNKNOWN,11,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-12.0,,,0,,,,,0,../practice/trial2_clip2.WAV,,UNKNOWN,31864,,UNKNOWN,12,audio-keyboard-response,,,,,
11,pilot,,2,,,,,,,,,,,0.0-13.0,,,,,,l,2,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,33869,,,13,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-14.0,,,0,,,,,0,../practice/trial3_clip1.WAV,,UNKNOWN,37877,,UNKNOWN,14,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-15.0,,,0,,,,,0,../practice/trial3_clip2.WAV,,UNKNOWN,41884,,UNKNOWN,15,audio-keyboard-response,,,,,
11,pilot,,3,,,,,,,,,,,0.0-16.0,,,,,,l,132,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,43894,,,16,html-keyboard-response,,,,,
11,pilot,,,,,,,,,,,,,0.0-17.0,,,,,,0,6394,,"
    <center>
      <div class=""instruction-box"">
        <p>You will now begin the experiment.</p>
        <p>In each trial, two audio clips will play one after another. You will hear a variety of sentences and phrases spoken by different talkers.</p>
        <p>Each audio clip will only be played once and you will not be able to replay them.</p>
        <p><strong>Your task is to decide which clip sounds more like someone who was born in Boston.</strong></p>
        <p><strong>These clips come from a range of different people so they might not all sound like your typical Bostonian, but please do your best to respond as quickly as possible.</strong></p>
    </center>
        ",,,50289,,,17,html-button-response,,,,,
11,pilot,,,,,,,,,,,,,0.0-18.0,,,,,,0,2411,,"
    <center>
      <div class=""instruction-box"">
        <p>Please place your left index finger on the ""S"" key and your right index finger on the ""L"" key.</p>
        <p><img src=""../procedures/keyboard.png"" width=""500"" style=""margin-top:-10px""></p>
        <p>If the <strong>first clip</strong> sounds more like someone who was born in Boston, please <strong>press S</strong>.</p>
        <p>If the <strong>second clip</strong> sounds more like someone who was born in Boston, please <strong>press L</strong>.</p>
        <p><b>Respond as quickly as possible when both clips have finished playing.</b></p>
        <p>This is a timed task. If you do not respond in time, the next question will appear automatically.</p>
        <p><b>Please answer as quickly and accurately as possible.</b></p>
    </center>
        ",,,52967,,,18,html-button-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-19.0,,,0,,,,,0,../audio/M1_02.WAV,,UNKNOWN,55235,,UNKNOWN,19,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-20.0,,,0,,,,,0,../audio/F5_03.WAV,,UNKNOWN,58401,,UNKNOWN,20,audio-keyboard-response,,,,,
11,pilot,,1,,,,,,,,,,,0.0-21.0,,,,,,s,97,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,60416,,,21,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-22.0,,,0,,,,,0,../audio/M4_01.WAV,,UNKNOWN,63039,,UNKNOWN,22,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-23.0,,,0,,,,,0,../audio/F2_03.WAV,,UNKNOWN,64427,,UNKNOWN,23,audio-keyboard-response,,,,,
11,pilot,,2,,,,,,,,,,,0.0-24.0,,,,,,l,247,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,66429,,,24,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-25.0,,,0,,,,,0,../audio/F5_01.WAV,,UNKNOWN,68088,,UNKNOWN,25,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-26.0,,,0,,,,,0,../audio/F4_01.WAV,,UNKNOWN,69933,,UNKNOWN,26,audio-keyboard-response,,,,,
11,pilot,,3,,,,,,,,,,,0.0-27.0,,,,,,s,146,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,71938,,,27,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-28.0,,,0,,,,,0,../audio/F2_01.WAV,,UNKNOWN,75651,,UNKNOWN,28,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-29.0,,,0,,,,,0,../audio/M2_02.WAV,,UNKNOWN,76701,,UNKNOWN,29,audio-keyboard-response,,,,,
11,pilot,,4,,,,,,,,,,,0.0-30.0,,,,,,l,58,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,78704,,,30,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-31.0,,,0,,,,,0,../audio/M4_04.WAV,,UNKNOWN,81746,,UNKNOWN,31,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-32.0,,,0,,,,,0,../audio/M5_03.WAV,,UNKNOWN,82869,,UNKNOWN,32,audio-keyboard-response,,,,,
11,pilot,,5,,,,,,,,,,,0.0-33.0,,,,,,s,47,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,84878,,,33,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-34.0,,,0,,,,,0,../audio/M5_04.WAV,,UNKNOWN,88064,,UNKNOWN,34,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-35.0,,,0,,,,,0,../audio/M2_01.WAV,,UNKNOWN,91067,,UNKNOWN,35,audio-keyboard-response,,,,,
11,pilot,,6,,,,,,,,,,,0.0-36.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,93082,,,36,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-37.0,,,0,,,,,0,../audio/F5_02.WAV,,UNKNOWN,95592,,UNKNOWN,37,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-38.0,,,0,,,,,0,../audio/M4_02.WAV,,UNKNOWN,97381,,UNKNOWN,38,audio-keyboard-response,,,,,
11,pilot,,7,,,,,,,,,,,0.0-39.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,99385,,,39,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-40.0,,,0,,,,,0,../audio/F3_03.WAV,,UNKNOWN,101629,,UNKNOWN,40,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-41.0,,,0,,,,,0,../audio/M3_02.WAV,,UNKNOWN,103340,,UNKNOWN,41,audio-keyboard-response,,,,,
11,pilot,,8,,,,,,,,,,,0.0-42.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,105354,,,42,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-43.0,,,0,,,,,0,../audio/F5_04.WAV,,UNKNOWN,106696,,UNKNOWN,43,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-44.0,,,0,,,,,0,../audio/F1_01.WAV,,UNKNOWN,109430,,UNKNOWN,44,audio-keyboard-response,,,,,
11,pilot,,9,,,,,,,,,,,0.0-45.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,111445,,,45,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-46.0,,,0,,,,,0,../audio/M2_04.WAV,,UNKNOWN,114129,,UNKNOWN,46,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-47.0,,,0,,,,,0,../audio/F2_04.WAV,,UNKNOWN,118856,,UNKNOWN,47,audio-keyboard-response,,,,,
11,pilot,,10,,,,,,,,,,,0.0-48.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,120868,,,48,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-49.0,,,0,,,,,0,../audio/M1_03.WAV,,UNKNOWN,122597,,UNKNOWN,49,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-50.0,,,0,,,,,0,../audio/M3_01.WAV,,UNKNOWN,124257,,UNKNOWN,50,audio-keyboard-response,,,,,
11,pilot,,11,,,,,,,,,,,0.0-51.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,126270,,,51,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-52.0,,,0,,,,,0,../audio/F2_02.WAV,,UNKNOWN,129688,,UNKNOWN,52,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-53.0,,,0,,,,,0,../audio/F4_03.WAV,,UNKNOWN,133360,,UNKNOWN,53,audio-keyboard-response,,,,,
11,pilot,,12,,,,,,,,,,,0.0-54.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,135362,,,54,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-55.0,,,0,,,,,0,../audio/M1_04.WAV,,UNKNOWN,136864,,UNKNOWN,55,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-56.0,,,0,,,,,0,../audio/F1_02.WAV,,UNKNOWN,139321,,UNKNOWN,56,audio-keyboard-response,,,,,
11,pilot,,13,,,,,,,,,,,0.0-57.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,141327,,,57,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-58.0,,,0,,,,,0,../audio/M1_01.WAV,,UNKNOWN,143313,,UNKNOWN,58,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-59.0,,,0,,,,,0,../audio/M5_02.WAV,,UNKNOWN,144876,,UNKNOWN,59,audio-keyboard-response,,,,,
11,pilot,,14,,,,,,,,,,,0.0-60.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,146889,,,60,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-61.0,,,0,,,,,0,../audio/F4_02.WAV,,UNKNOWN,150313,,UNKNOWN,61,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-62.0,,,0,,,,,0,../audio/F1_03.WAV,,UNKNOWN,152351,,UNKNOWN,62,audio-keyboard-response,,,,,
11,pilot,,15,,,,,,,,,,,0.0-63.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,154357,,,63,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-64.0,,,0,,,,,0,../audio/F3_01.WAV,,UNKNOWN,159133,,UNKNOWN,64,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-65.0,,,0,,,,,0,../audio/F3_04.WAV,,UNKNOWN,160788,,UNKNOWN,65,audio-keyboard-response,,,,,
11,pilot,,16,,,,,,,,,,,0.0-66.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,162794,,,66,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-67.0,,,0,,,,,0,../audio/F4_04.WAV,,UNKNOWN,164811,,UNKNOWN,67,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-68.0,,,0,,,,,0,../audio/M3_03.WAV,,UNKNOWN,166299,,UNKNOWN,68,audio-keyboard-response,,,,,
11,pilot,,17,,,,,,,,,,,0.0-69.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,168315,,,69,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-70.0,,,0,,,,,0,../audio/F1_04.WAV,,UNKNOWN,172002,,UNKNOWN,70,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-71.0,,,0,,,,,0,../audio/M3_04.WAV,,UNKNOWN,174571,,UNKNOWN,71,audio-keyboard-response,,,,,
11,pilot,,18,,,,,,,,,,,0.0-72.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,176580,,,72,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-73.0,,,0,,,,,0,../audio/M5_01.WAV,,UNKNOWN,179092,,UNKNOWN,73,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-74.0,,,0,,,,,0,../audio/F3_02.WAV,,UNKNOWN,183531,,UNKNOWN,74,audio-keyboard-response,,,,,
11,pilot,,19,,,,,,,,,,,0.0-75.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,185535,,,75,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-76.0,,,0,,,,,0,../audio/M4_03.WAV,,UNKNOWN,188175,,UNKNOWN,76,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-77.0,,,0,,,,,0,../audio/M2_03.WAV,,UNKNOWN,189111,,UNKNOWN,77,audio-keyboard-response,,,,,
11,pilot,,20,,,,,,,,,,,0.0-78.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,191124,,,78,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-79.0,,,0,,,,,0,../audio/M2_03.WAV,,UNKNOWN,192560,,UNKNOWN,79,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-80.0,,,0,,,,,0,../audio/F3_02.WAV,,UNKNOWN,197001,,UNKNOWN,80,audio-keyboard-response,,,,,
11,pilot,,1,,,,,,,,,,,0.0-81.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,199006,,,81,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-82.0,,,0,,,,,0,../audio/F5_03.WAV,,UNKNOWN,202677,,UNKNOWN,82,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-83.0,,,0,,,,,0,../audio/M3_03.WAV,,UNKNOWN,204164,,UNKNOWN,83,audio-keyboard-response,,,,,
11,pilot,,2,,,,,,,,,,,0.0-84.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,206177,,,84,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-85.0,,,0,,,,,0,../audio/F1_03.WAV,,UNKNOWN,208716,,UNKNOWN,85,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-86.0,,,0,,,,,0,../audio/F2_02.WAV,,UNKNOWN,211620,,UNKNOWN,86,audio-keyboard-response,,,,,
11,pilot,,3,,,,,,,,,,,0.0-87.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,213636,,,87,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-88.0,,,0,,,,,0,../audio/F5_04.WAV,,UNKNOWN,214979,,UNKNOWN,88,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-89.0,,,0,,,,,0,../audio/M1_03.WAV,,UNKNOWN,216201,,UNKNOWN,89,audio-keyboard-response,,,,,
11,pilot,,4,,,,,,,,,,,0.0-90.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,218209,,,90,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-91.0,,,0,,,,,0,../audio/M3_02.WAV,,UNKNOWN,220433,,UNKNOWN,91,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-92.0,,,0,,,,,0,../audio/M4_02.WAV,,UNKNOWN,222220,,UNKNOWN,92,audio-keyboard-response,,,,,
11,pilot,,5,,,,,,,,,,,0.0-93.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,224231,,,93,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-94.0,,,0,,,,,0,../audio/F4_01.WAV,,UNKNOWN,226576,,UNKNOWN,94,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-95.0,,,0,,,,,0,../audio/M1_01.WAV,,UNKNOWN,228060,,UNKNOWN,95,audio-keyboard-response,,,,,
11,pilot,,6,,,,,,,,,,,0.0-96.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,230063,,,96,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-97.0,,,0,,,,,0,../audio/M3_01.WAV,,UNKNOWN,232226,,UNKNOWN,97,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-98.0,,,0,,,,,0,../audio/M5_04.WAV,,UNKNOWN,234910,,UNKNOWN,98,audio-keyboard-response,,,,,
11,pilot,,7,,,,,,,,,,,0.0-99.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,236927,,,99,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-100.0,,,0,,,,,0,../audio/M5_01.WAV,,UNKNOWN,239442,,UNKNOWN,100,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-101.0,,,0,,,,,0,../audio/M4_04.WAV,,UNKNOWN,241980,,UNKNOWN,101,audio-keyboard-response,,,,,
11,pilot,,8,,,,,,,,,,,0.0-102.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,243994,,,102,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-103.0,,,0,,,,,0,../audio/F4_03.WAV,,UNKNOWN,248180,,UNKNOWN,103,audio-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-104.0,,,0,,,,,0,../audio/M4_03.WAV,,UNKNOWN,250320,,UNKNOWN,104,audio-keyboard-response,,,,,
11,pilot,,9,,,,,,,,,,,0.0-105.0,,,,,,,,,"
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>",,,252334,,,105,html-keyboard-response,,,,,
11,pilot,UNKNOWN,,,,,0,,,,,UNKNOWN,,0.0-106.0,,,0,,,,,0,../audio/M1_04.WAV,,UNKNOWN,253846,,UNKNOWN,106,audio-keyboard-response,,,,,
